"p4","p5","p6_1","p6_2","p6_3","p6_4","p6_5","p6_6","p26","p32","p34_1","p34_2","p34_3","p34_4","p36_1","p36_2","p36_3","p36_4","factor","year"
1,5,2,2,1,2,2,2,30,NA,2,1,2,1,1,2,2,1,27920,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,1,1,1,1,1,1,1,25574,2019
1,3,2,2,2,2,1,2,60,NA,2,2,2,1,2,1,1,1,18769,2019
2,4,2,2,2,2,1,2,45,NA,2,1,1,2,1,1,1,2,6749,2019
2,4,2,2,2,1,1,2,60,NA,1,2,1,1,1,1,1,1,26928,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,1,1,2,1,1,16004,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,1,1,1,1,11884,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,1,2,2,2,2,2,1,30586,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,1,2,1,1,1,1,1,35136,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,2,2,1,1,1,25127,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,NA,NA,NA,NA,33502,2019
15,3,2,2,2,1,1,2,90,NA,1,1,2,1,1,1,1,1,15520,2019
1,3,2,2,1,2,2,2,15,NA,2,1,2,1,1,2,2,2,7760,2019
5,3,1,2,1,2,2,2,30,NA,1,1,1,1,1,1,1,1,12096,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,7331,2019
3,4,2,2,2,2,1,2,30,NA,2,1,2,2,1,1,1,1,12096,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,32069,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,1,2,2,2,2,20937,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,2,2,2,2,2,16035,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,19150,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,NA,NA,NA,NA,20805,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,1,1,1,17396,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,1,1,2,1,1,1,15849,2019
3,3,2,2,1,2,2,2,60,NA,1,1,1,1,2,1,1,1,16460,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,1,1,1,1,1,27696,2019
2,5,2,2,1,2,2,2,40,NA,2,1,2,1,1,1,1,2,14066,2019
1,4,2,2,2,1,2,2,40,NA,2,1,2,1,1,1,1,2,25322,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,1,1,2,1,1,1,1,21399,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,2,2,2,2,7252,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29006,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,NA,2,1,1,28532,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,1,2,1,1,1,5411,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,1,1,1,2,2,5289,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,1,1,1,2,1,1,1,10820,2019
4,3,2,2,1,1,2,2,30,NA,1,1,1,1,1,1,1,1,11852,2019
2,4,2,2,2,1,2,2,120,NA,1,1,1,1,2,1,2,1,14716,2019
12,2,2,1,2,2,2,2,120,NA,2,2,2,2,2,1,1,2,7358,2019
3,4,2,2,1,1,2,2,60,NA,2,1,2,1,2,1,2,2,25407,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,1,1,NA,NA,1,1,7343,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,1,1,2,1,1,14960,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,1,1,1,1,1,8194,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,1,1,1,32200,2019
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2,2,2,NA,1,1,2,2,28395,2019
1,4,2,2,2,1,2,2,20,NA,2,2,2,2,2,2,1,2,26353,2019
1,4,2,2,2,1,2,2,45,NA,2,2,2,1,2,2,2,2,44951,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,2,1,1,1,1,2,26777,2019
NA,NA,NA,NA,NA,NA,NA,NA,25,NA,2,1,1,1,1,1,1,1,17851,2019
5,3,2,1,1,2,2,2,30,NA,2,2,2,2,2,2,2,2,16743,2019
3,2,2,1,2,2,2,2,70,NA,2,2,2,1,1,2,1,1,27462,2019
3,4,2,2,2,1,2,2,30,NA,2,2,2,2,1,1,1,2,30157,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,2,2,2,2,15551,2019
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2,1,2,2,1,1,1,2,12884,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,2,2,2,2,15078,2019
2,1,2,2,2,2,1,2,45,NA,1,1,1,1,1,1,1,1,13471,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,2,2,2,1,1,2,2,29571,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,1,1,1,2,1,1,1,13141,2019
3,2,2,1,2,2,2,2,120,NA,2,1,2,2,2,2,1,1,39703,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,1,1,1,1,2,2,2,36545,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,NA,1,1,1,1,1,16599,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,2,2,2,2,18623,2019
NA,NA,NA,NA,NA,NA,NA,NA,120,NA,2,2,2,1,2,1,2,2,7971,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,2,1,1,1,1,1,28455,2019
3,4,2,2,2,1,2,2,30,NA,2,1,2,1,2,2,2,2,23914,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,NA,NA,2,2,21794,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,1,1,2,1,1,1,28084,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,NA,2,1,1,1,1,12518,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,1,NA,2,NA,2,11936,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,2,1,2,1,1,1,1,14537,2019
2,1,1,2,2,2,1,2,50,NA,2,1,1,1,1,1,1,1,25051,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,2,2,2,NA,2,2,12401,2019
NA,NA,NA,NA,NA,NA,NA,NA,35,NA,2,1,2,1,1,1,1,2,21482,2019
10,3,2,1,2,2,2,2,90,NA,1,1,1,1,1,1,1,1,12187,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,1,1,1,1,1,2,2,14787,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,2,2,2,2,1,1,2,12131,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18197,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13732,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,1,9013,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,1,2,1,2,2,13732,2019
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2,1,2,2,2,1,1,2,11933,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,2,2,2,2,22421,2019
1,3,2,2,1,2,2,2,30,NA,1,1,1,1,1,1,1,1,23381,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,1,1,1,2,2,12846,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14395,2019
NA,NA,NA,NA,NA,NA,NA,NA,25,NA,2,1,2,2,2,1,1,1,6513,2019
1,3,2,1,2,2,2,2,30,NA,1,1,1,1,1,1,1,1,8682,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,1,1,1,1,1,1,1,39691,2019
NA,NA,NA,NA,NA,NA,NA,NA,120,NA,2,2,2,2,2,2,2,1,32932,2019
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,1,2,2,1,1,1,1,1,41164,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,1,2,1,1,1,1,1,18150,2019
4,3,2,2,2,1,2,2,30,NA,2,1,1,1,1,1,1,1,25600,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,1,1,2,2,2,1,1,21406,2019
3,4,2,2,1,2,2,2,30,NA,1,2,2,2,1,1,1,1,22591,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,1,2,32367,2019
3,4,2,2,2,1,2,2,180,NA,2,2,2,2,2,2,2,2,29774,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,2,2,2,2,45677,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,2,2,2,1,1,1,1,37644,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,2,1,1,1,1,16597,2019
1,1,2,1,2,2,2,2,30,NA,1,1,1,1,1,1,1,1,23343,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,1,1,2,17508,2019
1,5,2,2,1,2,2,2,45,NA,2,1,1,1,1,1,2,2,20524,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,2,2,1,1,1,14743,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,2,2,1,1,1,1,1,20563,2019
1,4,2,1,2,2,2,2,45,NA,1,1,1,1,1,1,1,1,16634,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,1,1,1,6883,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,2,2,2,19538,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,1,1,1,1,2,1,1,26804,2019
1,4,2,2,2,2,1,2,30,NA,1,1,1,1,1,1,1,1,19670,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,2,1,1,1,2,17868,2019
1,5,2,2,1,2,2,2,30,NA,2,1,2,1,2,1,1,1,13008,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,2,2,1,1,1,1,1,49126,2019
1,5,2,2,1,2,2,2,30,NA,2,2,2,2,2,NA,2,2,33407,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,1,1,15005,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,1,1,1,1,2,22412,2019
2,1,1,2,2,2,2,2,15,NA,1,1,2,1,1,1,1,1,18130,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,1,1,1,2,1,1,1,23228,2019
1,4,2,2,2,2,1,2,15,NA,2,1,1,1,1,1,1,1,14108,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,2,1,1,1,1,14957,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,1,2,2,2,1,1,1,13569,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,1,1,15206,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22808,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,1,1,1,1,1,1,1,1,28965,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,6792,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,1,1,2,2,1,2,6304,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14482,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,12557,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,1,1,2,1,1,1,1,1,18263,2019
NA,NA,NA,NA,NA,NA,NA,NA,35,NA,2,2,2,2,1,1,1,2,30129,2019
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2,2,2,2,2,2,2,2,21197,2019
1,4,2,2,2,1,2,2,35,NA,2,2,2,1,1,1,2,2,31141,2019
2,3,2,2,1,2,2,2,60,NA,1,1,1,1,2,1,1,1,26433,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,1,1,1,1,1,2,2,35244,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,NA,1,1,NA,15032,2019
NA,NA,NA,NA,NA,NA,NA,NA,45,NA,2,1,1,1,NA,NA,NA,NA,21139,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,1,1,1,1,1,1,1,18865,2019
3,4,2,2,2,1,2,2,45,NA,2,1,2,1,2,2,2,2,21139,2019
NA,NA,NA,NA,NA,NA,NA,NA,45,NA,2,1,2,2,1,1,1,2,17837,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,1,1,2,27880,2019
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2,2,2,2,2,2,2,2,34850,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,1,1,1,1,1,2,15851,2019
2,1,2,1,2,2,2,2,60,NA,1,1,2,1,1,1,1,1,16263,2019
3,4,2,2,2,2,1,2,30,NA,1,1,1,1,1,1,1,1,16263,2019
2,1,2,1,2,1,2,2,30,NA,2,1,2,1,2,1,1,1,14773,2019
3,4,2,1,2,2,2,2,120,NA,2,1,2,1,2,2,2,1,5848,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,36021,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,1,2,1,2,5350,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,2,1,2,37627,2019
3,1,2,1,2,2,2,2,40,NA,2,1,1,1,1,1,1,1,13578,2019
1,1,2,1,2,2,2,2,30,NA,NA,1,1,1,2,1,1,2,44559,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,1,2,1,1,1,34248,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,1,1,1,2,1,1,1,1,34248,2019
NA,NA,NA,NA,NA,NA,NA,NA,90,NA,2,2,2,2,2,2,1,2,12428,2019
3,2,2,1,2,2,2,2,90,NA,1,1,1,1,1,1,1,2,33924,2019
1,5,2,2,1,2,2,2,45,NA,1,1,1,2,2,2,2,2,7209,2019
1,5,2,2,1,2,2,2,50,NA,2,1,2,2,2,1,2,2,19301,2019
3,4,2,2,2,1,2,2,60,NA,2,2,1,1,1,1,1,2,15508,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,NA,2,NA,2,36981,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,2,1,1,1,23842,2019
10,2,2,1,2,2,2,2,30,NA,2,1,1,2,1,1,1,1,38314,2019
2,4,2,2,2,1,2,2,30,NA,1,1,1,1,1,1,1,1,9245,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,2,1,1,2,2,15879,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,50636,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,1,1,2,17461,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,2,2,2,1,1,2,2,6587,2019
1,2,2,1,2,2,2,2,30,NA,2,1,2,1,1,1,1,1,30997,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,1,2,1,1,1,13174,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,1,2,2,2,1,32936,2019
2,6,2,1,2,2,1,2,30,NA,1,1,2,NA,1,1,1,1,10643,2019
2,4,2,2,2,1,2,2,40,NA,1,1,1,1,1,1,1,1,12456,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,1,2,1,2,2,2,2,10843,2019
20,4,2,1,2,1,1,2,90,NA,2,1,1,1,1,1,1,2,20957,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,1,1,1,1,1,17475,2019
2,3,2,2,1,2,2,2,60,NA,2,1,2,1,1,1,1,1,8738,2019
1,1,2,2,2,2,1,2,10,NA,2,2,2,1,1,1,1,1,27342,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,NA,2,1,2,30045,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,2,2,2,1,2,2,12229,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,1,14505,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15647,2019
2,4,2,2,2,1,2,2,15,NA,1,2,2,1,1,1,1,1,12004,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,2,NA,1,1,2,17403,2019
3,4,2,2,2,1,2,2,15,NA,2,2,2,2,2,1,1,2,6748,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,1,1,1,1,NA,1,27966,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11602,2019
1,3,2,1,2,2,2,2,30,NA,1,1,1,1,1,1,1,1,26480,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,NA,1,1,1,1,6312,2019
7,2,2,1,2,2,2,2,240,NA,2,2,2,2,NA,1,1,1,26480,2019
4,4,2,1,2,1,2,2,45,NA,2,2,2,1,2,1,2,2,22278,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,1,1,1,1,2,2,2,7267,2019
NA,NA,NA,NA,NA,NA,NA,NA,45,NA,2,1,2,1,1,1,1,1,6620,2019
2,2,2,2,2,1,2,2,15,NA,2,2,2,2,1,NA,1,2,15496,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,1,2,2,1,2,1,1,17260,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,2,2,1,2,2,11234,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,2,1,1,2,2,12330,2019
3,2,2,1,2,2,2,2,60,NA,2,2,2,2,2,1,1,2,6741,2019
2,1,2,1,2,2,2,2,45,NA,1,1,2,1,1,1,1,1,16850,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,1,2,1,1,1,2,18432,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,1,1,1,1,1,1,2,2,16130,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18777,2019
2,3,2,2,2,2,1,2,60,NA,2,1,2,1,2,1,2,1,14380,2019
2,3,2,2,1,2,1,2,60,NA,1,1,1,1,1,1,1,1,20874,2019
2,4,2,2,2,2,1,2,60,NA,2,1,1,1,1,2,1,1,6702,2019
3,3,2,2,1,1,2,2,60,NA,2,1,2,1,1,1,2,2,27826,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,1,1,2,1,2,1,13913,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,1,2,13064,2019
4,4,2,2,1,1,2,2,40,NA,2,2,2,NA,2,2,1,2,26128,2019
3,4,2,1,2,1,2,2,30,NA,1,1,1,1,2,1,NA,1,33905,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,2,1,1,6609,2019
2,4,2,2,2,1,2,2,30,NA,NA,NA,NA,1,2,1,2,2,11277,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,2,2,15662,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,2,2,15032,2019
NA,NA,NA,NA,NA,NA,NA,NA,10,NA,2,1,1,1,1,1,1,1,3676,2019
1,5,2,2,1,2,2,2,20,NA,2,1,1,1,2,2,2,2,9442,2019
4,3,2,2,2,1,1,2,90,NA,2,2,2,1,2,1,1,1,5554,2019
NA,NA,NA,NA,NA,NA,NA,NA,40,NA,2,2,2,1,1,1,1,1,35375,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,1,2,1,2,1,2,2,15087,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,1,1,1,1,1,1,12892,2019
6,4,2,1,2,2,1,2,15,NA,1,1,1,1,2,2,2,1,14150,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,2,1,NA,1,1,1,23433,2019
3,3,2,2,2,2,1,2,45,NA,1,1,1,1,1,1,1,1,18956,2019
1,4,2,2,2,1,2,2,60,NA,2,1,2,1,2,1,2,1,27260,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,1,NA,1,1,1,2,15622,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,1,2,1,1,1,1,22659,2019
4,3,2,1,2,2,1,2,30,NA,1,1,1,1,2,1,2,1,24899,2019
1,2,2,1,2,2,2,2,20,NA,NA,2,2,2,2,2,2,2,8717,2019
3,1,2,1,2,2,2,2,60,NA,2,2,2,2,2,2,2,2,15542,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,37512,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,NA,2,2,NA,2,1,2,2,23312,2019
2,4,2,2,2,1,2,2,120,NA,2,1,2,1,2,1,2,2,41733,2019
2,3,2,2,2,1,1,2,30,NA,2,1,1,1,1,1,1,1,13911,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,23216,2019
1,5,2,2,1,2,2,2,30,NA,2,2,2,2,2,2,2,2,23216,2019
2,4,2,2,2,1,2,2,60,NA,2,1,1,2,2,2,1,1,69657,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,2,2,2,1,2,2,27863,2019
6,4,2,1,2,1,2,2,60,NA,1,1,1,1,1,1,1,1,11359,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,1,1,1,1,1,13071,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,1,1,1,2,6509,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19525,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,2,1,2,2,13615,2019
2,4,2,2,2,1,1,2,50,NA,2,1,1,1,1,1,1,1,13707,2019
2,3,2,2,2,2,1,2,10,NA,1,1,1,1,1,1,1,1,6226,2019
1,4,2,2,2,1,2,2,40,NA,1,1,2,1,2,1,2,2,9541,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,2,2,1,1,2,2,28622,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,2,2,2,2,2,25967,2019
1,4,2,2,2,1,2,2,15,NA,1,1,1,1,2,1,2,1,17384,2019
NA,NA,NA,NA,NA,NA,NA,NA,60,NA,2,1,1,1,1,1,1,1,11314,2019
1,4,2,2,2,2,1,2,30,NA,2,2,2,1,1,1,1,1,19297,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,2,21372,2019
5,3,2,2,2,2,1,2,50,NA,2,1,1,1,1,1,1,1,14575,2019
4,2,2,1,2,2,2,2,40,NA,2,1,1,1,1,1,1,1,16574,2019
4,3,2,2,2,1,1,2,50,NA,2,1,1,1,1,1,1,1,8644,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,2,2,2,2,2,20919,2019
1,5,2,2,1,2,2,2,20,NA,2,2,2,2,NA,NA,NA,NA,16903,2019
1,5,2,2,1,2,2,2,30,NA,2,1,1,1,2,1,1,1,18255,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,1,2,2,2,1,1,2,15450,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,2,2,8988,2019
3,4,2,2,2,2,1,2,30,NA,2,1,2,2,2,2,2,2,10300,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,NA,NA,NA,4647,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,1,1,1,1,1,13940,2019
1,3,2,2,2,2,1,2,180,NA,2,1,2,1,1,1,1,1,16314,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12114,2019
5,4,2,1,2,1,1,2,60,NA,1,1,1,1,1,1,1,1,67410,2019
1,4,2,2,1,2,2,2,20,NA,1,1,2,1,2,1,1,1,24350,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,NA,1,NA,NA,7681,2019
1,6,2,1,2,2,2,2,20,NA,2,2,2,1,2,1,1,1,13765,2019
NA,NA,NA,NA,NA,NA,NA,NA,15,NA,2,2,2,1,2,1,1,2,28047,2019
NA,NA,NA,NA,NA,NA,NA,NA,20,NA,2,2,2,1,2,1,2,2,41582,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,2,1,2,2,5470,2019
3,1,1,1,2,2,2,2,30,NA,2,2,2,1,2,1,2,2,16528,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,2,2,1,2,1,2,2,7598,2019
1,5,2,2,1,2,2,2,15,NA,2,2,2,2,2,2,2,2,15196,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,1,1,1,1,1,12485,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,2,2,2,1,2,1,1,2,22630,2019
5,3,2,2,2,1,2,2,60,NA,2,2,1,1,1,1,1,1,18650,2019
NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,1,1,1,1,1,1,2,29223,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,2,2,21419,2019
3,6,2,1,2,2,2,2,5,NA,1,1,1,1,NA,1,1,1,12600,2019
NA,NA,NA,NA,NA,NA,NA,NA,30,NA,1,1,1,1,1,1,1,1,21419,2019
1,4,2,2,2,1,2,2,30,NA,2,1,2,1,1,2,1,1,23879,2019
2,1,2,1,2,2,2,2,30,NA,1,1,2,1,2,1,1,1,22976,2019
5,4,2,2,1,1,1,2,60,NA,2,2,2,1,2,1,1,2,16778,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,2,2,1,2,1,1,1,6533,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,2,1,2,1,1,2,34835,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,1,2,1,1,1,2,29453,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,1,1,2,19070,2019
10,3,2,2,2,1,1,2,120,NA,1,1,1,1,1,1,1,1,15361,2019
NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,NA,2,1,NA,2,25902,2019
5,2,2,1,2,2,2,2,60,NA,2,2,2,2,2,1,1,2,16028,2019
2,1,1,1,2,2,2,2,20,NA,2,2,2,1,2,1,2,2,17593,2019
